区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,7223407D1027,プラルモレリン塩酸塩,１００μｇ１瓶（溶解液付）,,,,注射用ＧＨＲＰ科研１００,科研製薬,,先発品,,"8,392",,
注射薬,7224400A1034,インドシアニングリーン,２５ｍｇ１瓶（溶解液付）,,,,ジアグノグリーン注射用２５ｍｇ,第一三共,,先発品,,588,,
注射薬,7225400A1015,インジゴカルミン,０．４％５ｍＬ１管,局,,,インジゴカルミン注射液,,,,,241,,
注射薬,7225401A1028,パラアミノ馬尿酸ナトリウム,１０％２０ｍＬ１管,,,※,パラアミノ馬尿酸ソーダ注射液１０％（第一三共）,第一三共,,,,"1,284",,
注射薬,7225402A1014,フェノールスルホンフタレイン,０．６％１．３ｍＬ１管,局,,,フェノールスルホンフタレイン注射液,,,,,95,,
注射薬,7225403A2023,イヌリン,４ｇ４０ｍＬ１瓶,,,,イヌリード注,富士薬品,,先発品,,"8,320",,
注射薬,7229400D1088,グルカゴン,１Ｕ．Ｓ．Ｐ．単位１瓶（溶解液付）,,,,グルカゴン注射用１単位「イトウ」,ＩＬＳ,後発品,,,"1,753",,
注射薬,7229400D1096,グルカゴン,１Ｕ．Ｓ．Ｐ．単位１瓶（溶解液付）,,,,グルカゴン注射用１単位「Ｆ」,富士製薬工業,後発品,,,"1,753",,
注射薬,7229401A1035,エドロホニウム塩化物,１％１ｍＬ１管,局,,,アンチレクス静注１０ｍｇ,杏林製薬,,,,115,,
注射薬,7229402D1036,グルカゴン（遺伝子組換え）,１ｍｇ１瓶（溶解液付）,,,,グルカゴンＧノボ注射用１ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,,"2,143",,
注射薬,7290400A1030,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」アサ布１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1048,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」アジ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1056,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」アスペルギルス１：１０，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1064,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」アルテルナリア１：１０，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1072,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」イカ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1080,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」イースト（パン種）１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1099,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」イネワラ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1102,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」イワシ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1110,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」エダマメ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1129,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」エビ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1137,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」大麦１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1145,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」カツオ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1153,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」カナムグラ花粉１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1161,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」カニ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1170,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」カポック１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1188,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」カモガヤ花粉１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1196,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」カンジダ１：１０，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1200,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」キヌ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1218,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」クラドスポリウム１：１０，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1226,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」クリ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1234,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」小麦粉１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1242,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」米１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1250,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」サバ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1269,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」スギ花粉１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1277,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ススキ花粉１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1285,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ソバガラ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1293,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ソバ粉１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1307,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」タタミ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1315,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」トウフ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1323,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」トウモロコシ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1331,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ナイロン１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1340,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ナシ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1358,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」バナナ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1366,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ヒメガマ花粉１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1374,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ビール１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1382,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ブタクサ花粉１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1390,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」ペニシリウム１：１０，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1404,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」マグロ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1412,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」マユ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1420,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」綿１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1439,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」綿布１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1447,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」モミガラ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290400A1455,診断用アレルゲンエキス,２ｍＬ１瓶,,,,診断用アレルゲン皮内エキス「トリイ」リンゴ１：１，０００,鳥居薬品,,,,"4,320",,
注射薬,7290401A1026,診断用アレルゲンエキス,１ｍＬ１瓶,,,,診断用アレルゲンスクラッチエキス「トリイ」,鳥居薬品,,,,"7,966",,
注射薬,7290401A1034,診断用ダニアレルゲンエキス,１ｍＬ１瓶,,,,スクラッチダニアレルゲンエキス「トリイ」１００，０００ＪＡＵ／ｍＬ,鳥居薬品,,先発品,,"7,966",,
注射薬,7290402A2035,フルオレセイン,１０％５ｍＬ１瓶,,,,フルオレサイト静注５００ｍｇ,ノバルティス　ファーマ,後発品,,,"1,174",,
注射薬,7290404A1038,フェントラミンメシル酸塩,１％１ｍＬ１管,,,,レギチーン注射液１０ｍｇ,ノバルティス　ファーマ,,,,86,,
注射薬,7290405A4031,ガドペンテト酸メグルミン,３７．１４％１０ｍＬ１瓶,,,,マグネビスト静注,バイエル薬品,,先発品,,"5,361",,
注射薬,7290405A5038,ガドペンテト酸メグルミン,３７．１４％１５ｍＬ１瓶,,,,マグネビスト静注,バイエル薬品,,先発品,,"6,203",,
注射薬,7290405A6034,ガドペンテト酸メグルミン,３７．１４％２０ｍＬ１瓶,,,,マグネビスト静注,バイエル薬品,,先発品,,"7,707",,
注射薬,7290405A7030,ガドペンテト酸メグルミン,３７．１４％１０ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１０ｍＬ「ＤＫ」,大興製薬,後発品,,,"4,358",,
注射薬,7290405A7049,ガドペンテト酸メグルミン,３７．１４％１０ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１０ｍＬ「ＳＮ」,シオノケミカル,後発品,,,"4,358",,
注射薬,7290405A7057,ガドペンテト酸メグルミン,３７．１４％１０ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１０ｍＬ「タイヨー」,武田テバファーマ,後発品,,,"4,358",,
注射薬,7290405A7065,ガドペンテト酸メグルミン,３７．１４％１０ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１０ｍＬ「Ｆ」,富士製薬工業,後発品,,,"4,358",,
注射薬,7290405A7073,ガドペンテト酸メグルミン,３７．１４％１０ｍＬ１筒,,,,マグネビスト静注シリンジ,バイエル薬品,,先発品,○,"5,589",,
注射薬,7290405A7081,ガドペンテト酸メグルミン,３７．１４％１０ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１０ｍＬ「トーワ」,東和薬品,後発品,,,"4,358",,
注射薬,7290405A8037,ガドペンテト酸メグルミン,３７．１４％１５ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１５ｍＬ「ＤＫ」,大興製薬,後発品,,,"4,853",,
注射薬,7290405A8045,ガドペンテト酸メグルミン,３７．１４％１５ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１５ｍＬ「ＳＮ」,シオノケミカル,後発品,,,"4,853",,
注射薬,7290405A8053,ガドペンテト酸メグルミン,３７．１４％１５ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１５ｍＬ「タイヨー」,武田テバファーマ,後発品,,,"4,853",,
注射薬,7290405A8061,ガドペンテト酸メグルミン,３７．１４％１５ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１５ｍＬ「Ｆ」,富士製薬工業,後発品,,,"4,853",,
注射薬,7290405A8070,ガドペンテト酸メグルミン,３７．１４％１５ｍＬ１筒,,,,マグネビスト静注シリンジ,バイエル薬品,,先発品,○,"7,531",,
注射薬,7290405A8088,ガドペンテト酸メグルミン,３７．１４％１５ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ１５ｍＬ「トーワ」,東和薬品,後発品,,,"4,853",,
注射薬,7290405A9033,ガドペンテト酸メグルミン,３７．１４％２０ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ２０ｍＬ「ＤＫ」,大興製薬,後発品,,,"5,546",,
注射薬,7290405A9041,ガドペンテト酸メグルミン,３７．１４％２０ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ２０ｍＬ「ＳＮ」,シオノケミカル,後発品,,,"5,546",,
注射薬,7290405A9050,ガドペンテト酸メグルミン,３７．１４％２０ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ２０ｍＬ「タイヨー」,武田テバファーマ,後発品,,,"5,546",,
注射薬,7290405A9068,ガドペンテト酸メグルミン,３７．１４％２０ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ２０ｍＬ「Ｆ」,富士製薬工業,後発品,,,"5,546",,
注射薬,7290405A9076,ガドペンテト酸メグルミン,３７．１４％２０ｍＬ１筒,,,,マグネビスト静注シリンジ,バイエル薬品,,先発品,○,"9,667",,
注射薬,7290405A9084,ガドペンテト酸メグルミン,３７．１４％２０ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ２０ｍＬ「トーワ」,東和薬品,後発品,,,"5,546",,
注射薬,7290405G1035,ガドペンテト酸メグルミン,３７．１４％５ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ５ｍＬ「ＤＫ」,大興製薬,後発品,,,"3,043",,
注射薬,7290405G1043,ガドペンテト酸メグルミン,３７．１４％５ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ５ｍＬ「ＳＮ」,シオノケミカル,後発品,,,"3,043",,
注射薬,7290405G1051,ガドペンテト酸メグルミン,３７．１４％５ｍＬ１筒,,,,ガドペンテト酸メグルミン静注液３７．１４％シリンジ５ｍＬ「タイヨー」,武田テバファーマ,後発品,,,"3,043",,
